1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
174,-18,0.35,0.07,0.7,-10,-7,0.005,0.6,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,0.022000000000000002
-252,-19,-0.31,0.14,0.9,-10,-12,-0.017,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.018000000000000002
84,-31,-0.32,-0.05,-0.8,-12,10,0.002,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.021
66,-26,-0.04,0.12,-1.3,-12,-6,0.013000000000000001,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
74,-22,0.53,0.05,0.1,-11,0,0.008,-0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,0.021
-106,-22,-0.04,0.11,1.0,-10,-10,-0.027000000000000003,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.02
-171,-26,-0.38,0.07,0.7,-10,-2,-0.019,-0.7,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.021
-173,-27,-0.41,0.07,0.6,-10,-3,-0.018000000000000002,-0.6,-0.0009,-0.0009,-0.0009,-0.001,-0.0001,0.0,0.0001,0.0,-0.001,0.02
-198,-29,-0.48,0.11,0.2,-11,-7,-0.005,-0.8,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,0.022000000000000002
-247,-33,-0.39,0.21,-0.3,-11,-8,0.013999999999999999,-1.6,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-268,-49,0.33,0.0,-0.5,-11,5,0.027999999999999997,0.2,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,0.024
-251,-53,0.52,0.4,0.0,-11,-10,-0.003,-4.9,-0.0008,-0.0008,-0.0008,-0.0007,0.0,0.0,-0.0003,0.0,-0.0007,0.021
-529,-66,0.18,0.16,0.7,-10,-7,-0.022000000000000002,-1.8,-0.0011,-0.0011,-0.0011,-0.001,0.0,0.0,-0.0002,0.0,-0.001,0.019
-585,-72,0.03,-0.04,0.7,-10,-10,-0.025,1.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,-0.0002,0.0,-0.0011,0.015
-250,-88,-0.32,-0.19,0.4,-11,29,-0.01,-0.8,-0.0007,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.016
-194,-88,-0.34,-0.19,0.3,-11,27,-0.01,-0.8,-0.0005,-0.0007,-0.0007,-0.0009,0.0002,0.0,0.0001,0.0,-0.0009,0.015
-141,-89,-0.35,-0.16,0.2,-11,26,-0.003,-0.7,-0.0004,-0.0005,-0.0005,-0.0007,0.0002,0.0,0.0002,0.0,-0.0007,0.016
210,-88,0.04,-0.17,-0.1,-11,22,0.027000000000000003,0.2,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,0.018000000000000002
409,-81,0.19,0.01,0.1,-11,6,-0.004,-1.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
330,-64,-0.01,0.11,0.4,-11,-7,-0.009000000000000001,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.023
170,-58,-0.13,0.25,0.3,-11,-23,-0.01,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
333,-44,-0.08,-0.02,-0.6,-11,7,0.003,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
398,-30,-0.02,0.05,-0.7,-12,2,0.002,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.021
184,-13,0.3,0.13,-0.3,-11,-10,0.01,0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.02
-92,-11,0.05,0.11,0.6,-10,-9,-0.01,0.0,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,0.018000000000000002
-107,-11,0.03,0.11,0.6,-10,-8,-0.01,0.0,-0.0008,-0.0009,-0.0009,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,0.019
-97,-13,-0.15,0.04,0.5,-10,5,-0.016,-1.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018000000000000002
-70,-14,-0.26,-0.1,0.4,-11,6,-0.013999999999999999,2.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.017
-30,-15,-0.3,-0.06,0.3,-11,11,-0.013000000000000001,0.5,-0.0006,-0.0007,-0.0007,-0.0009,0.0001,0.0,0.0002,0.0,-0.0009,0.018000000000000002
-7,-15,-0.31,-0.07,0.2,-11,11,-0.002,-0.3,-0.0006,-0.0006,-0.0006,-0.0007,0.0,0.0,0.0001,0.0,-0.0007,0.017
449,2,0.35,-0.05,0.3,-11,10,0.012,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
563,14,0.39,-0.03,0.8,-10,6,-0.002,0.0,-0.0008,-0.0007,-0.0007,-0.0006,-0.0003,0.0,-0.0002,0.0,-0.0006,0.017
702,32,0.16,-0.04,1.4,-10,9,-0.015,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.021
620,54,-0.18,0.1,1.4,-10,-10,-0.02,1.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.023
129,71,-0.53,0.25,0.4,-11,-23,-0.012,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.021
-369,59,-0.03,0.14,-1.2,-12,-10,0.015,0.0,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-420,43,0.48,0.06,-0.6,-12,-2,0.017,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-474,30,0.39,0.07,0.4,-11,-5,-0.023,0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.017
74,6,-0.34,-0.1,0.4,-11,14,-0.013000000000000001,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.02
142,10,-0.29,0.05,-0.1,-11,-6,0.016,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
-181,10,0.28,0.17,0.1,-11,-11,0.001,-0.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
-137,-3,0.13,-0.01,0.8,-10,5,-0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017
-3,-6,0.01,-0.05,0.9,-10,11,-0.009000000000000001,-0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
19,-3,-0.24,0.05,0.3,-11,-2,-0.004,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.02
-102,-6,0.34,0.11,0.6,-10,-5,-0.002,-0.6,-0.0008,-0.0008,-0.0008,-0.0006,0.0,0.0,-0.0003,0.0,-0.0006,0.021
-203,-9,0.16,0.13,0.9,-10,-11,-0.019,0.0,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,0.02
-299,-15,-0.14,0.09,0.9,-10,-4,-0.021,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.018000000000000002
-118,-27,-0.64,-0.03,-0.5,-11,8,-0.012,-0.2,-0.0008,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.019
-67,-29,-0.63,0.1,-1.0,-12,2,0.011000000000000001,-2.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
-86,-31,-0.31,0.07,-1.9,-13,-1,0.022000000000000002,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.021
-86,-31,-0.27,0.08,-2.0,-13,-1,0.021,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-169,-35,0.2,0.12,-2.0,-13,-6,0.026000000000000002,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.019
-191,-39,0.56,0.06,-1.5,-12,3,0.024,-0.5,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0001,0.0,-0.0003,0.02
-186,-40,0.63,0.08,-1.3,-12,0,0.018000000000000002,-0.8,-0.0006,-0.0004,-0.0004,-0.0004,-0.0002,0.0,-0.0002,0.0,-0.0004,0.018000000000000002
-189,-44,0.59,-0.04,-0.5,-11,5,-0.013000000000000001,1.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-114,-52,-0.06,0.03,0.5,-11,2,-0.02,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.018000000000000002
-110,-52,-0.1,0.03,0.4,-11,2,-0.019,-0.2,-0.0008,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.02
-166,-56,-0.21,0.08,0.1,-11,-8,-0.004,0.9,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
-13,-63,-0.22,-0.01,-0.8,-12,6,0.001,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.022000000000000002
-149,-64,0.02,0.14,-1.0,-12,-15,0.019,1.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-245,-71,0.34,0.09,-0.7,-12,-2,0.017,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-254,-74,0.47,-0.06,-0.4,-11,2,0.015,2.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-228,-80,0.42,0.04,0.5,-11,-3,-0.011000000000000001,0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017
47,-86,0.06,-0.05,1.3,-10,9,-0.013999999999999999,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
419,-69,-0.56,-0.04,0.1,-11,9,-0.011000000000000001,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.019
482,-51,-0.42,0.05,-1.2,-12,1,0.009000000000000001,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.021
75,-24,0.34,0.14,-1.5,-12,-10,0.016,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
15,-23,0.51,0.03,-1.1,-12,-2,0.016,1.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
16,-23,0.63,-0.04,-0.6,-12,1,0.013999999999999999,1.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
43,-22,0.22,0.05,0.6,-10,-1,-0.03,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.018000000000000002
40,-21,0.04,-0.02,0.7,-10,-1,-0.033,0.4,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.016
205,-19,-0.49,-0.08,0.3,-11,16,-0.032,-0.8,-0.0012,-0.0012,-0.0012,-0.0012,0.0001,0.0,0.0,0.0,-0.0012,0.019
316,-14,-0.57,0.12,-0.3,-11,1,0.017,-3.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
387,-1,-0.13,0.01,-1.1,-12,4,0.021,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.022000000000000002
-27,14,0.06,0.19,-0.9,-12,-16,-0.006,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-164,12,-0.01,0.12,-0.8,-12,-7,-0.006,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
-199,8,-0.03,-0.06,-0.9,-12,8,0.0,2.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
-203,2,0.14,0.09,-0.8,-12,-4,0.01,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
72,-6,0.28,-0.02,0.8,-10,5,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
-137,-5,-0.08,0.12,1.2,-10,-10,-0.012,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
103,-15,-0.21,-0.02,-0.7,-12,7,0.006999999999999999,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
26,-7,0.47,0.1,0.1,-11,-4,0.003,-0.3,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,0.019
-27,-7,0.41,0.01,0.5,-10,-3,-0.008,1.5,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.018000000000000002
-28,-7,0.4,0.04,0.6,-10,-1,-0.008,0.7,-0.0008,-0.0008,-0.0008,-0.0007,-0.0002,0.0,-0.0002,0.0,-0.0007,0.019
8,-8,-0.52,0.04,0.3,-11,1,-0.016,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.021
10,-8,-0.55,0.04,0.2,-11,1,-0.016,0.0,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,0.02
-67,-8,-0.5,0.09,-0.8,-12,-5,0.008,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,0.021
-292,-16,-0.03,0.14,-1.6,-12,-10,0.019,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-209,-28,0.41,-0.05,-1.1,-12,9,0.016,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-29,-32,0.6,-0.01,0.1,-11,8,-0.001,-0.4,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,0.017
67,-32,0.54,-0.07,0.8,-10,12,-0.008,0.4,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.018000000000000002
91,-32,0.52,-0.05,0.9,-10,12,-0.009000000000000001,-0.5,-0.0009,-0.0008,-0.0008,-0.0007,-0.0002,0.0,-0.0002,0.0,-0.0007,0.017
212,-29,0.28,-0.1,1.3,-10,13,-0.023,0.6,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.019
306,-18,-0.29,0.07,1.4,-10,-3,-0.035,-0.5,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.021
301,-17,-0.36,0.07,1.3,-10,-4,-0.035,-0.4,-0.0009,-0.0012,-0.0012,-0.0012,0.0003,0.0,0.0,0.0,-0.0012,0.02
196,-10,-0.44,0.1,0.6,-10,-7,0.003,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.021
139,-8,-0.41,0.21,0.3,-11,-12,0.004,-1.9,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,0.022000000000000002
-191,-8,-0.22,0.21,-0.4,-11,-18,0.01,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
-111,-20,0.08,0.0,-0.5,-11,4,-0.002,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017
140,-20,-0.1,-0.05,-0.5,-11,10,-0.005,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
274,-13,-0.08,0.01,-0.7,-12,6,0.003,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.021
43,1,0.37,0.14,-0.2,-11,-11,0.012,0.0,-0.0006,-0.0004,-0.0004,-0.0004,-0.0003,0.0,0.0,0.0,-0.0004,0.022000000000000002
-48,1,0.35,0.22,0.2,-11,-16,-0.012,-1.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-211,-8,0.08,0.07,0.8,-10,-3,-0.01,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018000000000000002
-156,-20,-0.32,0.02,0.4,-11,3,-0.01,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-145,-22,-0.33,0.17,0.0,-11,-5,0.005,-2.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
349,-9,0.17,0.02,0.7,-10,4,-0.01,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,0.02
352,-3,0.04,0.11,0.8,-10,-6,-0.013999999999999999,-1.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.021
-242,6,-0.07,0.15,-0.4,-11,-12,0.012,0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-336,-4,0.17,0.1,-0.3,-11,-4,0.013999999999999999,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-250,-13,0.4,-0.02,0.3,-11,8,0.012,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
40,-22,-0.47,0.02,1.3,-10,2,-0.012,0.0,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,0.021
-2,-21,-0.47,0.22,0.7,-10,-18,0.006,-2.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018000000000000002
-111,-22,-0.4,-0.07,0.4,-11,-7,0.013000000000000001,3.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-68,-23,-0.29,0.21,0.0,-11,-6,0.01,-4.4,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,0.019
-121,-24,-0.2,0.02,-0.2,-11,-7,0.018000000000000002,2.0,-0.0003,-0.0004,-0.0004,-0.0004,0.0001,0.0,0.0,0.0,-0.0004,0.017
71,-27,0.34,-0.06,0.1,-11,11,0.019,0.2,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0001,0.0,-0.0003,0.018000000000000002
246,-19,0.41,0.01,1.2,-10,4,-0.006,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
238,-14,0.31,0.17,1.6,-9,-13,-0.012,-2.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.021
-165,-12,-0.28,0.13,1.7,-9,-12,-0.016,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018000000000000002
262,-19,0.12,-0.01,-1.4,-12,7,0.011000000000000001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,0.02
149,-6,0.3,0.11,-0.7,-12,-8,0.003,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.021
65,-4,0.35,0.19,-0.4,-11,-14,0.008,-1.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-35,-4,0.36,0.09,-0.1,-11,-10,-0.01,1.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.022000000000000002
-178,-6,0.24,0.2,0.4,-11,-20,-0.011000000000000001,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-291,-19,-0.3,0.06,0.4,-11,-2,-0.027000000000000003,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,0.018000000000000002
-294,-20,-0.35,0.06,0.3,-11,-2,-0.026000000000000002,0.0,-0.0008,-0.0011,-0.0011,-0.0011,0.0002,0.0,0.0001,0.0,-0.0011,0.02
-389,-33,-0.26,0.11,-0.6,-11,-6,0.009000000000000001,-0.3,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
-402,-40,-0.12,-0.13,-0.8,-12,10,0.017,3.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-236,-54,0.45,0.01,-0.3,-11,4,0.017,0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.019
-213,-57,0.52,0.06,0.1,-11,3,0.003,-0.6,-0.0007,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,0.02
-260,-63,0.33,0.07,0.8,-10,-5,-0.015,0.1,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,0.015
-39,-72,-0.24,-0.13,1.0,-10,21,-0.026000000000000002,-1.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.016
309,-67,-0.39,-0.11,0.3,-11,15,0.0,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018000000000000002
511,-51,-0.29,-0.01,-0.6,-11,6,0.006999999999999999,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.022000000000000002
342,-34,-0.17,0.2,-1.0,-12,-22,0.006,1.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0001,0.0,-0.0006,0.023
-68,-30,0.04,0.27,-1.1,-12,-25,0.011000000000000001,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
-156,-37,0.33,0.0,-0.7,-12,5,0.013000000000000001,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-98,-39,0.44,-0.04,-0.4,-11,9,0.013000000000000001,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018000000000000002
-2,-40,0.31,0.02,0.6,-10,2,-0.013999999999999999,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-23,-40,-0.35,0.07,0.7,-10,-4,-0.032,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.017
-39,-40,-0.57,-0.12,0.3,-11,1,-0.023,2.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.018000000000000002
-27,-40,-0.62,-0.14,0.2,-11,8,-0.022000000000000002,3.2,-0.0009,-0.0011,-0.0011,-0.0011,0.0002,0.0,0.0,0.0,-0.0011,0.017
-4,-40,-0.66,-0.11,0.1,-11,12,-0.022000000000000002,2.0,-0.0007,-0.0009,-0.0009,-0.0011,0.0002,0.0,0.0002,0.0,-0.0011,0.018000000000000002
24,-40,-0.68,-0.02,-0.1,-11,13,-0.009000000000000001,-0.2,-0.0006,-0.0007,-0.0007,-0.0009,0.0002,0.0,0.0002,0.0,-0.0009,0.017
389,-26,0.11,-0.03,-1.4,-12,9,0.018000000000000002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
241,4,0.61,0.12,0.7,-10,-7,-0.004,-0.3,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,0.021
-95,8,0.0,0.19,1.7,-9,-16,-0.035,-0.8,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.02
-332,-1,-0.66,0.11,1.0,-10,-10,-0.027000000000000003,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.018000000000000002
-381,-5,-0.8,-0.05,0.5,-10,-8,-0.018000000000000002,1.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.017
-182,-17,-0.74,-0.06,-1.5,-12,12,0.011000000000000001,0.4,-0.0005,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.018000000000000002
-11,-20,-0.11,0.03,-2.6,-14,6,0.028999999999999998,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,0.016
11,-20,0.01,0.03,-2.6,-14,5,0.027000000000000003,-0.2,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
105,-10,0.48,0.07,-0.6,-12,-3,-0.005,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
-115,-9,0.38,0.12,0.8,-10,-10,-0.006,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
-133,-10,0.37,0.12,0.8,-10,-10,-0.006,0.0,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,0.02
-202,-13,0.2,0.11,1.1,-10,-6,-0.024,-0.4,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.019
-262,-27,-0.52,0.05,0.5,-11,-1,-0.017,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.018000000000000002
-243,-32,-0.64,-0.07,-0.2,-11,8,-0.009000000000000001,1.6,-0.0007,-0.0009,-0.0009,-0.0009,0.0002,0.0,0.0,0.0,-0.0009,0.019
-192,-36,-0.52,0.04,-0.9,-12,-2,0.015,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018000000000000002
